price,cost,sales,profit,inventory,delivery_days,category,material,color,location,season,store_type,revenue,
1549,222,33,1327,1,30,Desk,Metal,Brown,Suburban,Winter,Online,43791,1
662,484,3,178,0,31,Desk,Metal,Red,Rural,Fall,Online,534,1
2967,1356,3,1611,0,40,Desk,Plastic,Blue,Urban,Summer,Retail,4833,1
413,335,2,78,4,57,Chair,Metal,Blue,Suburban,Spring,Retail,312,3
978,399,37,579,1,63,Desk,Plastic,White,Suburban,Winter,Online,21423,1
459,240,50,219,1,64,Desk,Wood,Blue,Suburban,Spring,Retail,10950,2
503,223,2,280,0,80,Chair,Metal,Green,Urban,Winter,Retail,1120,2
546,217,2,329,10,35,Chair,Metal,Red,Rural,Spring,Retail,1316,0
449,159,2,290,6,90,Chair,Metal,Blue,Rural,Summer,Retail,1160,3
630,252,1,378,0,37,Desk,Glass,Brown,Urban,Spring,Online,378,2
1961,1377,2,584,2,36,Desk,Glass,Red,Urban,Summer,Online,2336,1
348,270,2,78,2,38,Desk,Plastic,Blue,Rural,Summer,Retail,234,1
544,424,3,120,0,89,Desk,Metal,Black,Rural,Summer,Retail,360,0
658,244,3,414,0,62,Desk,Wood,Red,Urban,Winter,Retail,1242,3
860,337,3,523,0,76,Desk,Marble,Red,Suburban,Summer,Retail,1569,0
879,393,2,486,10,60,Chair,Metal,Red,Rural,Winter,Online,972,2
511,307,4,204,0,30,Desk,Wood,Red,Suburban,Summer,Online,816,1
919,482,4,437,0,28,Desk,Wood,Green,Urban,Winter,Online,1748,1
687,314,2,373,8,86,Chair,Metal,Red,Urban,Spring,Online,746,2
605,267,5,338,0,26,Desk,Glass,Brown,Suburban,Spring,Retail,1690,1
508,348,2,160,4,89,Chair,Metal,Blue,Rural,Spring,Retail,320,2
921,272,7,649,0,76,Desk,Wood,Blue,Rural,Winter,Online,4543,1
444,227,2,217,7,72,Chair,Metal,Red,Suburban,Fall,Retail,434,0
722,312,11,410,0,40,Desk,Metal,Brown,Urban,Spring,Online,4510,3
898,434,12,464,0,57,Desk,Glass,Brown,Suburban,Winter,Online,5568,3
479,392,14,87,0,42,Desk,Marble,White,Rural,Winter,Online,1218,3
666,268,14,398,0,72,Desk,Marble,White,Suburban,Fall,Online,5572,3
808,498,2,310,3,67,Desk,Glass,Red,Urban,Winter,Online,620,1
521,187,15,334,0,74,Desk,Marble,White,Urban,Summer,Online,5010,0
721,287,15,434,0,88,Desk,Glass,Black,Rural,Winter,Retail,6510,2
830,185,15,645,0,55,Desk,Plastic,Brown,Urban,Fall,Retail,9675,
1125,410,16,715,0,55,Desk,Metal,White,Suburban,Winter,Online,11440,
662,321,2,341,2,43,Desk,Metal,Green,Urban,Fall,Online,682,
1895,388,16,1507,0,31,Desk,Marble,Red,Rural,Winter,Retail,24112,
864,281,1,583,3,90,Desk,Glass,Blue,Rural,Winter,Online,2332,
1206,1058,17,148,0,27,Desk,Plastic,Black,Rural,Summer,Online,2516,
465,290,17,175,0,86,Desk,Plastic,White,Suburban,Summer,Retail,2975,
488,238,18,250,0,44,Desk,Marble,Red,Suburban,Fall,Online,4500,
437,177,18,260,0,30,Desk,Wood,White,Urban,Fall,Retail,4680,
740,329,19,411,0,60,Desk,Marble,Red,Rural,Spring,Retail,7809,
893,455,1,438,4,46,Desk,Metal,Red,Suburban,Spring,Online,1752,
225,216,1,9,2,70,Desk,Metal,Green,Urban,Winter,Online,36,
610,332,1,278,3,45,Desk,Plastic,Red,Suburban,Spring,Retail,278,
1034,389,22,645,0,42,Desk,Glass,Black,Urban,Spring,Retail,14190,
1538,429,1,1109,1,53,Desk,Plastic,Blue,Suburban,Winter,Retail,1109,
532,189,24,343,0,33,Desk,Plastic,White,Urban,Fall,Online,8232,
663,305,1,358,0,68,Desk,Metal,Blue,Rural,Winter,Retail,358,
801,902,24,-101,0,52,Desk,Wood,White,Urban,Fall,Retail,-2424,
673,299,25,374,0,74,Desk,Plastic,Black,Rural,Summer,Online,9350,
617,270,26,347,0,72,Desk,Wood,Black,Urban,Winter,Online,9022,
678,467,26,211,0,78,Desk,Wood,Red,Suburban,Winter,Retail,5486,
320,375,0,-55,5,88,Chair,Metal,Red,Urban,Summer,Retail,0,
785,219,29,566,0,59,Desk,Plastic,White,Suburban,Winter,Online,16414,
920,248,31,672,0,44,Desk,Wood,Red,Rural,Fall,Retail,20832,
704,286,34,418,0,58,Desk,Metal,White,Urban,Summer,Retail,14212,
1154,177,35,977,0,48,Desk,Glass,Brown,Urban,Spring,Retail,34195,
739,236,36,503,0,87,Desk,Metal,Brown,Rural,Summer,Retail,18108,
1379,330,0,1049,1,66,Desk,Plastic,Red,Urban,Summer,Retail,0,
539,444,0,95,0,31,Desk,Glass,Green,Suburban,Fall,Online,0,
539,269,46,270,0,88,Desk,Glass,Black,Rural,Winter,Retail,12420,
996,982,47,14,0,51,Desk,Glass,Black,Suburban,Winter,Online,658,
1232,197,0,1035,0,53,Desk,Glass,Green,Suburban,Summer,Online,0,
442,299,0,143,3,59,Dining Table,Metal,White,Suburban,Spring,Retail,0,
1280,485,1,795,3,90,Dining Table,Metal,Black,Suburban,Winter,Retail,795,
541,446,2,95,3,26,Dining Table,Wood,Brown,Urban,Winter,Online,190,
448,177,2,271,3,45,Dining Table,Marble,Black,Rural,Spring,Online,542,
601,155,2,446,3,89,Dining Table,Marble,Black,Urban,Spring,Retail,892,
1231,1089,13,142,3,68,Dining Table,Glass,Brown,Suburban,Fall,Online,426,
329,284,3,45,2,25,Dining Table,Glass,Black,Rural,Summer,Online,135,
820,433,4,387,2,37,Dining Table,Glass,Black,Urban,Fall,Retail,1548,
499,258,5,241,2,73,Dining Table,Wood,White,Urban,Winter,Online,1205,
451,152,5,299,2,33,Dining Table,Marble,Black,Rural,Fall,Online,1495,
567,240,5,327,2,25,Dining Table,Wood,Black,Rural,Fall,Online,1635,
1203,295,5,908,2,78,Dining Table,Glass,White,Urban,Fall,Online,4540,
838,357,5,481,2,69,Dining Table,Metal,White,Rural,Summer,Retail,2405,
642,310,6,332,2,27,Dining Table,Metal,White,Urban,Fall,Retail,1992,
771,166,6,605,2,42,Dining Table,Glass,White,Urban,Winter,Retail,3630,
616,245,10,371,1,78,Dining Table,Wood,Brown,Suburban,Winter,Online,3710,
822,324,11,498,1,60,Dining Table,Metal,Black,Urban,Summer,Online,5478,
469,310,12,159,1,42,Dining Table,Glass,Brown,Rural,Summer,Online,1908,
824,283,12,541,1,74,Dining Table,Marble,Black,Suburban,Winter,Retail,6492,
318,264,16,54,2,68,Dining Table,Marble,Brown,Rural,Fall,Retail,864,
592,274,16,318,2,31,Dining Table,Metal,Black,Rural,Winter,Retail,5088,
981,403,16,578,2,90,Dining Table,Marble,Black,Urban,Fall,Retail,9248,
455,228,17,227,2,68,Dining Table,Glass,White,Suburban,Winter,Online,3859,
590,238,17,352,2,34,Dining Table,Glass,White,Rural,Fall,Retail,5984,
956,420,19,536,2,67,Dining Table,Metal,Black,Urban,Winter,Retail,10184,
605,441,20,164,4,72,Dining Table,Glass,Brown,Rural,Winter,Retail,3280,
621,363,23,258,4,68,Dining Table,Metal,White,Rural,Fall,Online,5934,
699,301,23,398,4,47,Dining Table,Glass,Brown,Urban,Summer,Online,9154,
680,205,24,475,4,76,Dining Table,Wood,Brown,Suburban,Spring,Retail,11400,
839,399,24,440,4,47,Dining Table,Wood,Black,Rural,Winter,Retail,10560,
1139,364,24,775,2,70,Dining Table,Wood,White,Rural,Fall,Retail,18600,
1045,467,25,578,1,77,Dining Table,Glass,Brown,Suburban,Winter,Online,14450,
456,215,25,241,3,62,Dining Table,Wood,White,Urban,Winter,Retail,6025,
724,352,25,372,2,54,Dining Table,Glass,White,Urban,Fall,Retail,9300,
1134,1003,26,131,1,85,Dining Table,Metal,White,Suburban,Spring,Retail,3406,
231,205,27,26,2,53,Dining Table,Marble,Brown,Rural,Winter,Retail,702,
351,157,27,194,3,73,Dining Table,Glass,Brown,Urban,Summer,Retail,5238,
549,240,27,309,1,70,Dining Table,Wood,Black,Suburban,Spring,Retail,8343,
893,475,27,418,2,77,Dining Table,Wood,Black,Urban,Summer,Retail,11286,
327,197,28,130,1,27,Dining Table,Glass,Brown,Suburban,Summer,Online,3640,
642,234,28,408,3,32,Dining Table,Wood,Black,Rural,Spring,Online,11424,
691,461,29,230,1,40,Dining Table,Glass,White,Rural,Summer,Online,6670,
1005,262,29,743,2,53,Dining Table,Marble,White,Rural,Summer,Online,21547,
549,196,30,353,1,26,Dining Table,Marble,White,Rural,Spring,Online,10590,
765,154,30,611,3,47,Dining Table,Metal,Brown,Rural,Summer,Online,18330,
1208,186,31,1022,2,78,Dining Table,Marble,Brown,Suburban,Fall,Retail,31682,
472,223,38,249,1,50,Dining Table,Marble,Black,Suburban,Fall,Retail,9462,
1117,399,0,718,1,73,Dining Table,Glass,White,Urban,Summer,Online,0,
791,290,0,501,2,50,Dining Table,Glass,White,Urban,Summer,Retail,0,
716,281,1,435,2,24,Dining Table,Marble,White,Suburban,Winter,Online,435,
1060,162,1,898,2,49,Dining Table,Metal,White,Rural,Fall,Retail,898,
792,258,2,534,2,33,Dining Table,Metal,Black,Urban,Summer,Retail,1068,
936,346,2,590,2,44,Dining Table,Wood,Brown,Urban,Fall,Retail,1180,
571,292,4,279,0,69,Dining Table,Marble,White,Urban,Fall,Online,1116,
314,216,6,98,3,80,Dining Table,Wood,White,Urban,Spring,Retail,588,
489,211,7,278,3,73,Dining Table,Metal,Brown,Rural,Summer,Online,1946,
660,319,7,341,0,64,Dining Table,Metal,White,Rural,Summer,Online,2387,
753,158,7,595,3,41,Dining Table,Marble,Black,Suburban,Spring,Online,4165,
948,970,8,-22,0,89,Dining Table,Wood,White,Suburban,Fall,Online,-176,
952,372,8,580,2,67,Dining Table,Wood,Black,Rural,Fall,Online,4640,
824,225,9,599,3,41,Dining Table,Glass,Brown,Urban,Winter,Retail,5391,
3587,983,10,2604,1,62,Dining Table,Wood,White,Rural,Fall,Online,26040,
543,496,10,47,3,79,Dining Table,Marble,White,Urban,Summer,Retail,470,
1198,1081,12,117,3,80,Dining Table,Marble,Brown,Rural,Summer,Retail,1404,
657,190,12,467,3,63,Dining Table,Wood,Black,Urban,Summer,Retail,5604,
803,443,13,360,3,43,Dining Table,Wood,White,Suburban,Summer,Online,4680,
728,324,13,404,3,48,Dining Table,Wood,Black,Rural,Summer,Retail,5252,
734,476,14,258,2,74,Dining Table,Metal,White,Suburban,Fall,Online,3612,
393,207,15,186,1,75,Dining Table,Wood,White,Rural,Fall,Retail,2790,
736,307,16,429,3,37,Dining Table,Wood,Black,Suburban,Spring,Online,6864,
815,248,18,567,2,58,Dining Table,Marble,Brown,Urban,Spring,Online,10206,
526,252,18,274,0,60,Dining Table,Marble,White,Rural,Spring,Retail,4932,
1491,841,19,650,3,85,Dining Table,Wood,Black,Rural,Fall,Online,12350,
342,162,20,180,0,51,Dining Table,Marble,Brown,Suburban,Fall,Online,3600,
476,228,20,248,2,46,Dining Table,Metal,White,Urban,Summer,Online,4960,
710,301,20,409,0,80,Dining Table,Wood,Black,Rural,Fall,Online,8180,
931,491,21,440,0,89,Dining Table,Wood,Black,Rural,Winter,Retail,9240,
546,462,22,84,0,65,Dining Table,Metal,White,Suburban,Fall,Retail,1848,
1585,1295,23,290,0,79,Dining Table,Metal,White,Rural,Fall,Retail,6670,
466,167,23,299,0,68,Dining Table,Marble,White,Urban,Spring,Retail,6877,
988,248,23,740,3,75,Dining Table,Metal,Black,Urban,Spring,Retail,17020,
1267,422,25,845,3,44,Dining Table,Metal,White,Rural,Spring,Online,21125,
644,337,26,307,1,42,Dining Table,Glass,Brown,Rural,Winter,Online,7982,
886,483,26,403,1,66,Dining Table,Metal,White,Urban,Winter,Online,10478,
995,253,26,742,3,73,Dining Table,Wood,Black,Suburban,Fall,Online,19292,
1456,1235,26,221,3,38,Dining Table,Metal,White,Rural,Winter,Retail,5746,
1767,469,35,1298,0,88,Dining Table,Metal,Black,Rural,Spring,Retail,45430,
778,351,38,427,0,27,Dining Table,Marble,White,Rural,Winter,Retail,16226,
806,486,0,320,0,83,Dining Table,Glass,White,Suburban,Winter,Retail,0,
1030,377,1,653,0,65,Dining Table,Wood,White,Urban,Winter,Online,653,
483,236,2,247,0,40,Dining Table,Glass,Brown,Rural,Spring,Online,494,
516,210,2,306,3,87,Dining Table,Metal,White,Urban,Spring,Retail,612,
1230,363,2,867,3,65,Dining Table,Wood,Black,Rural,Fall,Retail,1734,
680,320,3,360,0,26,Dining Table,Wood,Black,Rural,Spring,Online,1080,
1046,327,3,719,2,52,Dining Table,Glass,Brown,Suburban,Spring,Retail,2157,
1006,407,4,599,0,90,Dining Table,Wood,Brown,Urban,Fall,Retail,2396,
863,440,5,423,3,86,Dining Table,Glass,Black,Suburban,Summer,Online,2115,
781,273,5,508,0,24,Dining Table,Wood,Black,Rural,Summer,Retail,2540,
1111,278,5,833,0,32,Dining Table,Wood,Brown,Urban,Winter,Retail,4165,
601,356,6,245,1,54,Dining Table,Metal,White,Urban,Winter,Online,1470,
854,213,7,641,0,37,Dining Table,Wood,Black,Rural,Fall,Online,4487,
883,384,8,499,3,55,Dining Table,Glass,White,Suburban,Spring,Online,3992,
1181,420,8,761,3,55,Dining Table,Wood,Brown,Rural,Spring,Online,6088,
1288,860,8,428,1,33,Dining Table,Wood,Black,Rural,Summer,Retail,3424,
387,206,9,181,1,33,Dining Table,Marble,White,Rural,Winter,Online,1629,
321,250,9,71,2,89,Dining Table,Marble,Black,Suburban,Winter,Retail,639,
376,167,9,209,1,57,Dining Table,Metal,White,Suburban,Spring,Retail,1881,
630,238,9,392,2,80,Dining Table,Wood,White,Suburban,Winter,Retail,3528,
450,297,11,153,2,65,Dining Table,Metal,White,Urban,Fall,Online,1683,
810,480,11,330,3,25,Dining Table,Marble,Black,Suburban,Spring,Retail,3630,
605,428,12,177,0,73,Dining Table,Marble,White,Rural,Summer,Online,2124,
894,271,12,623,3,88,Dining Table,Marble,Brown,Suburban,Spring,Retail,7476,
371,164,13,207,1,73,Dining Table,Metal,White,Urban,Spring,Online,2691,
604,391,13,213,0,49,Dining Table,Marble,White,Suburban,Winter,Online,2769,
438,235,13,203,2,47,Dining Table,Marble,Black,Rural,Winter,Retail,2639,
443,201,13,242,0,79,Dining Table,Metal,White,Rural,Summer,Retail,3146,
869,285,13,584,3,47,Dining Table,Glass,Black,Suburban,Spring,Retail,7592,
490,259,15,231,0,44,Dining Table,Marble,White,Urban,Fall,Online,3465,
1073,327,15,746,3,79,Dining Table,Marble,Black,Suburban,Summer,Retail,11190,
437,244,16,193,0,78,Dining Table,Wood,Black,Rural,Spring,Online,3088,
739,326,16,413,0,56,Dining Table,Glass,White,Rural,Spring,Retail,6608,
3801,1415,16,2386,2,79,Dining Table,Marble,White,Urban,Summer,Retail,38176,
745,474,17,271,2,85,Dining Table,Glass,White,Rural,Fall,Retail,4607,
603,295,17,308,1,67,Dining Table,Glass,White,Rural,Winter,Retail,5236,
424,188,18,236,3,73,Dining Table,Marble,White,Rural,Winter,Online,4248,
2763,1241,18,1522,2,75,Dining Table,Marble,Black,Rural,Fall,Retail,27396,
826,493,19,333,3,68,Dining Table,Metal,White,Rural,Fall,Online,6327,
584,236,19,348,1,68,Dining Table,Marble,Black,Suburban,Winter,Retail,6612,
470,212,19,258,2,83,Dining Table,Marble,White,Suburban,Fall,Retail,4902,
566,455,20,111,2,38,Dining Table,Metal,Brown,Suburban,Summer,Retail,2220,
1056,442,20,614,2,72,Dining Table,Wood,White,Rural,Summer,Retail,12280,
874,182,20,692,3,77,Dining Table,Metal,Brown,Urban,Winter,Retail,13840,
719,300,24,419,1,47,Dining Table,Glass,Brown,Suburban,Summer,Retail,10056,
1308,422,24,886,3,80,Dining Table,Wood,Black,Urban,Spring,Retail,21264,
1998,493,24,1505,0,59,Dining Table,Marble,Black,Rural,Winter,Retail,36120,
623,487,26,136,3,58,Dining Table,Glass,Black,Suburban,Fall,Retail,3536,
584,269,28,315,3,40,Dining Table,Glass,Black,Rural,Spring,Online,8820,
712,330,28,382,1,81,Dining Table,Marble,Black,Suburban,Winter,Online,10696,
354,252,28,102,0,34,Dining Table,Wood,White,Urban,Spring,Retail,2856,
1271,423,29,848,2,64,Dining Table,Glass,Brown,Urban,Summer,Online,24592,
331,187,29,144,3,42,Dining Table,Wood,Brown,Rural,Fall,Retail,4176,
863,448,29,415,1,28,Dining Table,Wood,Black,Rural,Fall,Retail,12035,
574,232,30,342,3,33,Dining Table,Marble,White,Suburban,Fall,Online,10260,
460,287,34,173,3,27,Dining Table,Marble,White,Rural,Winter,Online,5882,
483,265,35,218,0,44,Dining Table,Metal,Black,Suburban,Winter,Retail,7630,
655,197,41,458,2,63,Dining Table,Marble,Black,Urban,Winter,Online,18778,
1125,248,45,877,1,71,Dining Table,Glass,Black,Rural,Spring,Online,39465,
653,458,0,195,1,39,Dining Table,Metal,Brown,Suburban,Fall,Retail,0,
852,336,0,516,3,40,Dining Table,Metal,Black,Urban,Fall,Retail,0,
728,475,1,253,0,34,Dining Table,Marble,Brown,Suburban,Summer,Retail,253,
448,161,1,287,2,81,Dining Table,Wood,Black,Rural,Fall,Retail,287,
1960,186,1,1774,2,44,Dining Table,Marble,Black,Rural,Summer,Retail,1774,
1501,1265,2,236,0,49,Dining Table,Glass,Brown,Urban,Spring,Retail,472,
781,452,2,329,0,83,Dining Table,Marble,Black,Urban,Fall,Retail,658,
1242,995,3,247,0,74,Dining Table,Marble,White,Urban,Summer,Online,741,
924,346,3,578,2,52,Dining Table,Metal,Brown,Urban,Spring,Online,1734,
652,397,3,255,1,29,Dining Table,Glass,White,Urban,Summer,Retail,765,
840,363,3,477,2,89,Dining Table,Metal,Brown,Urban,Winter,Retail,1431,
885,211,4,674,3,26,Dining Table,Metal,Brown,Rural,Spring,Retail,2696,
701,404,5,297,0,56,Dining Table,Marble,White,Rural,Winter,Online,1485,
694,253,5,441,0,64,Dining Table,Wood,White,Rural,Fall,Online,2205,
606,282,6,324,3,39,Dining Table,Glass,White,Urban,Winter,Retail,1944,
755,328,6,427,3,84,Dining Table,Metal,Brown,Rural,Summer,Retail,2562,
917,464,8,453,2,70,Dining Table,Metal,Black,Rural,Fall,Retail,3624,
849,339,9,510,2,53,Dining Table,Glass,Black,Suburban,Fall,Online,4590,
1288,1022,9,266,0,66,Dining Table,Glass,White,Urban,Summer,Retail,2394,
661,166,10,495,1,54,Dining Table,Glass,Brown,Urban,Fall,Online,4950,
679,360,11,319,2,85,Dining Table,Marble,Brown,Urban,Spring,Retail,3509,
540,209,12,331,3,82,Dining Table,Glass,Black,Rural,Spring,Online,3972,
298,183,13,115,1,61,Dining Table,Glass,White,Rural,Fall,Online,1495,
543,156,13,387,2,82,Dining Table,Metal,Brown,Urban,Winter,Online,5031,
1137,985,14,152,3,32,Dining Table,Glass,Brown,Rural,Summer,Retail,2128,
740,358,14,382,3,78,Dining Table,Marble,White,Urban,Fall,Retail,5348,
466,455,15,11,1,50,Dining Table,Metal,White,Rural,Spring,Online,165,
459,291,16,168,1,33,Dining Table,Wood,Brown,Suburban,Fall,Online,2688,
874,473,16,401,2,67,Dining Table,Wood,Black,Rural,Winter,Retail,6416,
1136,445,17,691,3,47,Dining Table,Glass,Black,Suburban,Spring,Online,11747,
452,222,18,230,1,41,Dining Table,Marble,White,Suburban,Fall,Online,4140,
891,448,19,443,1,36,Dining Table,Glass,White,Urban,Fall,Online,8417,
426,186,19,240,1,51,Dining Table,Marble,White,Urban,Summer,Online,4560,
576,403,20,173,3,50,Dining Table,Marble,Black,Urban,Summer,Retail,3460,
569,250,24,319,0,75,Dining Table,Glass,White,Suburban,Summer,Online,7656,
789,258,24,531,3,42,Dining Table,Wood,Black,Rural,Spring,Online,12744,
565,269,25,296,1,86,Dining Table,Wood,Brown,Rural,Fall,Online,7400,
1055,153,25,902,3,88,Dining Table,Metal,Black,Suburban,Spring,Online,22550,
1753,498,25,1255,1,52,Dining Table,Metal,Brown,Urban,Fall,Retail,31375,
343,250,26,93,2,28,Dining Table,Wood,Black,Rural,Fall,Online,2418,
249,218,26,31,3,90,Dining Table,Marble,Brown,Suburban,Winter,Retail,806,
707,273,26,434,1,46,Dining Table,Wood,Black,Urban,Summer,Retail,11284,
309,214,27,95,0,25,Dining Table,Glass,White,Rural,Spring,Online,2565,
541,338,27,203,0,38,Dining Table,Wood,White,Suburban,Spring,Online,5481,
865,173,27,692,1,30,Dining Table,Glass,Black,Suburban,Fall,Online,18684,
441,247,27,194,3,64,Dining Table,Marble,Brown,Rural,Winter,Retail,5238,
548,180,27,368,0,79,Dining Table,Marble,White,Suburban,Fall,Retail,9936,
772,375,27,397,0,44,Dining Table,Wood,Black,Rural,Winter,Retail,10719,
796,263,27,533,3,86,Dining Table,Wood,Black,Rural,Winter,Retail,14391,
374,167,28,207,3,75,Dining Table,Glass,Brown,Suburban,Summer,Retail,5796,
891,194,31,697,0,57,Dining Table,Marble,Brown,Suburban,Fall,Online,21607,
1070,1095,32,-25,0,29,Dining Table,Glass,White,Urban,Spring,Online,-800,
479,183,33,296,0,81,Dining Table,Marble,Brown,Urban,Fall,Online,9768,
1155,442,33,713,1,82,Dining Table,Metal,Black,Suburban,Fall,Online,23529,
685,277,38,408,0,35,Dining Table,Wood,White,Suburban,Winter,Online,15504,
737,226,43,511,1,61,Dining Table,Marble,Brown,Urban,Summer,Retail,21973,
496,352,45,144,0,82,Dining Table,Wood,White,Urban,Spring,Online,6480,
556,304,0,252,6,86,Dining Table,Wood,Brown,Rural,Spring,Online,0,
484,478,0,6,6,38,Dining Table,Wood,White,Suburban,Fall,Retail,0,
876,446,14,430,6,82,Dining Table,Marble,Brown,Urban,Fall,Online,430,
1699,1233,2,466,6,35,Dining Table,Metal,Black,Rural,Winter,Online,932,
836,193,2,643,6,30,Dining Table,Wood,White,Urban,Winter,Retail,1286,
1014,934,3,80,6,31,Dining Table,Metal,Black,Urban,Summer,Online,240,
3582,1953,3,1629,6,53,Dining Table,Metal,Black,Urban,Summer,Online,4887,
557,398,3,159,6,33,Dining Table,Wood,White,Suburban,Winter,Retail,477,
577,239,4,338,6,90,Dining Table,Marble,White,Rural,Fall,Online,1352,
687,182,7,505,6,37,Dining Table,Glass,Black,Rural,Summer,Online,3535,
762,317,7,445,6,59,Dining Table,Wood,White,Suburban,Spring,Retail,3115,
868,375,7,493,6,79,Dining Table,Metal,White,Urban,Winter,Retail,3451,
595,280,8,315,6,78,Dining Table,Glass,Brown,Rural,Winter,Retail,2520,
681,221,8,460,6,78,Dining Table,Wood,Black,Urban,Spring,Retail,3680,
373,234,9,139,6,44,Dining Table,Marble,White,Suburban,Fall,Online,1251,
918,352,9,566,6,90,Dining Table,Metal,White,Suburban,Winter,Online,5094,
560,206,9,354,6,51,Dining Table,Marble,Black,Suburban,Winter,Retail,3186,
409,196,10,213,6,24,Dining Table,Metal,White,Suburban,Winter,Retail,2130,
963,204,11,759,6,86,Dining Table,Metal,Black,Urban,Winter,Online,8349,
720,456,12,264,6,61,Dining Table,Marble,Brown,Urban,Winter,Online,3168,
439,299,13,140,6,48,Dining Table,Glass,White,Suburban,Winter,Online,1820,
311,286,14,25,6,53,Dining Table,Marble,White,Urban,Fall,Retail,350,
895,376,15,519,6,46,Dining Table,Glass,White,Urban,Spring,Online,7785,
962,289,15,673,6,83,Dining Table,Metal,Black,Suburban,Fall,Retail,10095,
1146,1124,16,22,6,30,Dining Table,Marble,White,Urban,Fall,Online,352,
516,231,16,285,6,29,Dining Table,Wood,Brown,Suburban,Winter,Online,4560,
505,345,16,160,6,46,Dining Table,Wood,White,Urban,Summer,Retail,2560,
754,207,17,547,6,57,Dining Table,Wood,Black,Rural,Summer,Online,9299,
529,197,17,332,6,29,Dining Table,Marble,Black,Suburban,Winter,Retail,5644,
882,344,17,538,6,75,Dining Table,Wood,Black,Urban,Summer,Retail,9146,
576,487,19,89,6,73,Dining Table,Wood,White,Rural,Winter,Retail,1691,
646,474,20,172,6,55,Dining Table,Metal,White,Rural,Fall,Retail,3440,
372,151,21,221,6,49,Dining Table,Glass,White,Suburban,Summer,Online,4641,
836,408,22,428,6,61,Dining Table,Wood,Black,Rural,Summer,Online,9416,
584,262,23,322,6,47,Dining Table,Wood,White,Rural,Fall,Online,7406,
353,156,24,197,6,41,Dining Table,Marble,White,Rural,Spring,Retail,4728,
699,313,26,386,6,45,Dining Table,Wood,Black,Urban,Fall,Online,10036,
1074,477,27,597,6,33,Dining Table,Marble,Black,Suburban,Summer,Online,16119,
1680,1095,27,585,6,39,Dining Table,Marble,Black,Rural,Summer,Retail,15795,
985,362,27,623,6,79,Dining Table,Wood,Black,Urban,Spring,Retail,16821,
907,210,27,697,6,50,Dining Table,Wood,White,Urban,Summer,Retail,18819,
779,248,28,531,6,48,Dining Table,Marble,White,Rural,Summer,Retail,14868,
1127,220,29,907,6,49,Dining Table,Wood,Black,Rural,Fall,Online,26303,
931,315,30,616,6,60,Dining Table,Glass,Brown,Rural,Summer,Online,18480,
600,272,33,328,6,45,Dining Table,Marble,Brown,Urban,Winter,Retail,10824,
1105,281,34,824,6,34,Dining Table,Metal,Black,Urban,Summer,Online,28016,
854,394,35,460,6,24,Dining Table,Metal,White,Rural,Summer,Online,16100,
686,288,35,398,6,46,Dining Table,Metal,Black,Urban,Spring,Retail,13930,
381,175,0,206,5,50,Dining Table,Marble,White,Urban,Winter,Online,0,
1123,404,0,719,5,24,Dining Table,Wood,Black,Suburban,Fall,Retail,0,
1033,267,0,766,5,50,Dining Table,Metal,Black,Rural,Winter,Retail,0,
1105,413,1,692,5,49,Dining Table,Marble,Black,Urban,Winter,Online,692,
1758,1142,2,616,5,90,Dining Table,Marble,White,Urban,Winter,Online,1232,
1022,235,2,787,5,45,Dining Table,Marble,White,Urban,Spring,Online,1574,
1654,1239,4,415,5,84,Dining Table,Metal,Black,Suburban,Summer,Online,1660,
1212,906,5,306,5,68,Dining Table,Wood,White,Rural,Fall,Online,1530,
391,191,5,200,5,28,Dining Table,Metal,White,Suburban,Summer,Retail,1000,
823,361,6,462,5,73,Dining Table,Glass,Black,Urban,Spring,Retail,2772,
543,254,7,289,5,26,Dining Table,Marble,Black,Rural,Summer,Retail,2023,
669,218,8,451,5,45,Dining Table,Glass,White,Rural,Winter,Online,3608,
937,485,8,452,5,82,Dining Table,Marble,White,Rural,Fall,Retail,3616,
488,298,9,190,5,82,Dining Table,Marble,Brown,Rural,Summer,Online,1710,
679,208,10,471,5,79,Dining Table,Marble,Black,Urban,Winter,Retail,4710,
822,223,12,599,5,77,Dining Table,Marble,Brown,Suburban,Summer,Online,7188,
1036,247,12,789,5,81,Dining Table,Marble,White,Rural,Summer,Retail,9468,
731,415,13,316,5,87,Dining Table,Metal,White,Rural,Spring,Online,4108,
812,286,13,526,5,77,Dining Table,Glass,Black,Suburban,Fall,Online,6838,
612,449,14,163,5,45,Dining Table,Metal,White,Rural,Spring,Online,2282,
340,206,14,134,5,36,Dining Table,Marble,White,Urban,Fall,Online,1876,
631,228,14,403,5,61,Dining Table,Glass,Black,Urban,Winter,Retail,5642,
532,362,17,170,5,74,Dining Table,Wood,Black,Suburban,Summer,Retail,2890,
424,223,18,201,5,29,Dining Table,Glass,Brown,Rural,Spring,Online,3618,
437,223,19,214,5,57,Dining Table,Marble,White,Rural,Winter,Online,4066,
564,231,23,333,5,59,Dining Table,Wood,Brown,Suburban,Spring,Online,7659,
645,269,23,376,5,55,Dining Table,Wood,White,Rural,Spring,Online,8648,
580,295,23,285,5,63,Dining Table,Metal,Black,Rural,Winter,Retail,6555,
460,254,24,206,5,31,Dining Table,Marble,White,Urban,Summer,Online,4944,
594,272,25,322,5,57,Dining Table,Wood,Black,Suburban,Spring,Online,8050,
